
SetupTitle, TFT Id-Vg
PrimitiveTest, I/V Sweep
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighSpeed.Mode, AUTO
TestParameter, Measurement.Adc.HighSpeed.Coeff, 1
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 6
TestParameter, Measurement.WaitTime.Source.Coeff, 1
TestParameter, Measurement.WaitTime.Source.Offset, 0
TestParameter, Measurement.WaitTime.Monitor.Coeff, 1
TestParameter, Measurement.WaitTime.Monitor.Offset, 0
TestParameter, Function.User.Name, gm
TestParameter, Function.User.Unit, S
TestParameter, Function.User.Definition, diff(Idrain, Vgate)
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.XAxis.Data, Vgate
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -2
TestParameter, Output.Graph.XAxis.Right, 15
TestParameter, Output.Graph.YAxis.Data, Idrain, gm, Idrain
TestParameter, Output.Graph.YAxis.Scale, Log, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, 0, 0, -0.0001
TestParameter, Output.Graph.YAxis.Top, 0.001, 1, 0.0001
TestParameter, Output.Graph.YAxis.Group, , , 
TestParameter, Output.List.Data, Vgate, Vdrain, Igate, Idrain, gm
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 11/10/2017 10:27:17
MetaData, TestRecord.TestTarget, 50um_50um
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, d87accb2-5980-47e0-b826-70a715b4cf4b
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, Vgate
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 15
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, Idrain, gm, Idrain
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, S, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Log, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, 1E-15, 0, -0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 0.001, 1, 0.0001
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777215
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, Vgate: [ -5 , 10 ] V / 301; Igate: 10 mA	Vdrain: [ 100 m, 900 m] V / 400 mV; Idrain: 100 uA	Vsource: 0 V; Isource: 100 mA
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, Vgate, Vdrain, Igate, Idrain, gm
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, V, A, A, S
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, TFT Id-Vg
Dimension1, 301, 301, 301, 301, 301
Dimension2, 3, 3, 3, 3, 3
DataName, Vgate, Vdrain, Igate, Idrain, gm
DataValue, -5, 0.1, -8.4000000000000006E-13, -7.06E-14, -2.3680000000000085E-12
DataValue, -4.95, 0.1, 8.0000000000000013E-14, -1.89E-13, -7.2200000000000268E-13
DataValue, -4.9, 0.1, -2.7E-13, -1.428E-13, 7.400000000000028E-13
DataValue, -4.8500000000000005, 0.1, -4E-13, -1.15E-13, 4.1599999999999787E-13
DataValue, -4.8, 0.1, 1.6000000000000003E-13, -1.012E-13, -6.1399999999999668E-13
DataValue, -4.75, 0.1, 6.3E-13, -1.7639999999999999E-13, -5.0000000000000181E-13
DataValue, -4.7, 0.1, -3.7000000000000004E-13, -1.512E-13, 5.92000000000002E-13
DataValue, -4.65, 0.1, -2.8E-13, -1.172E-13, -4.3600000000000142E-13
DataValue, -4.6000000000000005, 0.1, 4.4000000000000004E-13, -1.948E-13, -8.3799999999999562E-13
DataValue, -4.55, 0.1, -2E-13, -2.01E-13, 4.319999999999975E-13
DataValue, -4.5, 0.1, -3.4E-13, -1.516E-13, 6.6400000000000232E-13
DataValue, -4.45, 0.1, -8.0000000000000013E-14, -1.346E-13, -6.2800000000000217E-13
DataValue, -4.4, 0.1, 1.7E-13, -2.144E-13, -2.0400000000000067E-13
DataValue, -4.3500000000000005, 0.1, -4.9E-13, -1.55E-13, 7.2799999999999619E-13
DataValue, -4.3, 0.1, -3.5E-13, -1.416E-13, -5.3399999999999722E-13
DataValue, -4.25, 0.1, 2.7E-13, -2.084E-13, 5.2200000000000181E-13
DataValue, -4.2, 0.1, -3.0000000000000005E-14, -8.94E-14, 1.0920000000000038E-12
DataValue, -4.15, 0.1, 1.1000000000000002E-12, -9.92E-14, -6.4999999999999652E-13
DataValue, -4.1, 0.1, 0, -1.544E-13, -4.4399999999999755E-13
DataValue, -4.05, 0.1, -5.1E-13, -1.436E-13, 3.0800000000000116E-13
DataValue, -4, 0.1, -3.6000000000000003E-13, -1.236E-13, -5.0600000000000188E-13
DataValue, -3.95, 0.1, -2.0000000000000003E-14, -1.942E-13, -2.9799999999999984E-13
DataValue, -3.9, 0.1, 2.0000000000000003E-14, -1.534E-13, 7.9999999999999836E-14
DataValue, -3.85, 0.1, -7E-14, -1.862E-13, -1.1800000000000028E-13
DataValue, -3.8000000000000003, 0.1, -3.3E-13, -1.652E-13, 8.79999999999999E-14
DataValue, -3.75, 0.1, 6.7000000000000007E-13, -1.774E-13, -6.8E-14
DataValue, -3.7, 0.1, 1.7E-13, -1.72E-13, 1.00000000000002E-14
DataValue, -3.65, 0.1, -2.7E-13, -1.7639999999999999E-13, 6.4399999999999938E-13
DataValue, -3.6, 0.1, -3.3E-13, -1.076E-13, 2.5200000000000074E-13
DataValue, -3.5500000000000003, 0.1, -4.0000000000000006E-14, -1.512E-13, 5.9999999999999946E-14
DataValue, -3.5, 0.1, -7E-14, -1.016E-13, 4.8199999999999956E-13
DataValue, -3.45, 0.1, -4.5000000000000005E-13, -1.03E-13, -9.99999999999999E-13
DataValue, -3.4, 0.1, 1.6000000000000003E-13, -2.016E-13, -5.919999999999995E-13
DataValue, -3.35, 0.1, 3.3E-13, -1.622E-13, 6.920000000000024E-13
DataValue, -3.3000000000000003, 0.1, -3.6000000000000003E-13, -1.324E-13, 4.2999999999999978E-13
DataValue, -3.25, 0.1, 6.0000000000000009E-14, -1.1919999999999999E-13, -4.4599999999999966E-13
DataValue, -3.2, 0.1, 1.1000000000000001E-13, -1.77E-13, -2.5799999999999976E-13
DataValue, -3.15, 0.1, 5E-14, -1.45E-13, 2.7399999999999989E-13
DataValue, -3.1, 0.1, -4E-13, -1.496E-13, -4.5000000000000172E-13
DataValue, -3.0500000000000003, 0.1, 2.5E-13, -1.9E-13, -1.4000000000000004E-13
DataValue, -3, 0.1, 4.6000000000000006E-13, -1.636E-13, 3.2199999999999974E-13
DataValue, -2.95, 0.1, -8.0000000000000013E-14, -1.578E-13, 3.2799999999999966E-13
DataValue, -2.9, 0.1, -1.3E-13, -1.308E-13, -5.8999999999999951E-13
DataValue, -2.85, 0.1, 2.6E-13, -2.168E-13, -4.8400000000000147E-13
DataValue, -2.8000000000000003, 0.1, 1E-13, -1.7919999999999998E-13, 8.9599999999999911E-13
DataValue, -2.75, 0.1, -4.9E-13, -1.272E-13, 6.1199999999999931E-13
DataValue, -2.7, 0.1, -4.6000000000000006E-13, -1.18E-13, -9.9599999999999919E-13
DataValue, -2.65, 0.1, 1E-13, -2.268E-13, -4.139999999999997E-13
DataValue, -2.6, 0.1, -3.5E-13, -1.594E-13, 8.840000000000032E-13
DataValue, -2.5500000000000003, 0.1, -2.8E-13, -1.384E-13, 1.00000000000002E-14
DataValue, -2.5, 0.1, 7.9000000000000007E-13, -1.5839999999999999E-13, -8.3799999999999936E-13
DataValue, -2.45, 0.1, 3.4E-13, -2.222E-13, -4.5399999999999973E-13
DataValue, -2.4, 0.1, -5E-13, -2.038E-13, 1.1119999999999991E-12
DataValue, -2.35, 0.1, -2.6E-13, -1.11E-13, 5.14000000000002E-13
DataValue, -2.3000000000000003, 0.1, 1.5000000000000002E-13, -1.5239999999999999E-13, -8.8399999999999916E-13
DataValue, -2.25, 0.1, -2.9000000000000003E-13, -1.994E-13, 4.1399999999999955E-13
DataValue, -2.2, 0.1, -2.3000000000000003E-13, -1.11E-13, -1.4000000000000004E-13
DataValue, -2.15, 0.1, -3.0000000000000005E-14, -2.134E-13, -6.9999999999999934E-13
DataValue, -2.1, 0.1, 1.8000000000000002E-13, -1.8099999999999999E-13, 6.139999999999994E-13
DataValue, -2.05, 0.1, -4.9E-13, -1.52E-13, 5.5199999999999936E-13
DataValue, -2, 0.1, 1.5000000000000002E-13, -1.258E-13, -3.2200000000000019E-13
DataValue, -1.95, 0.1, -4.0000000000000006E-14, -1.842E-13, -4.8000000000000058E-13
DataValue, -1.9000000000000001, 0.1, 3.9000000000000005E-13, -1.738E-13, 8.0200000000000092E-13
DataValue, -1.85, 0.1, -3.0000000000000003E-13, -1.04E-13, 5.7799999999999966E-13
DataValue, -1.8, 0.1, 1E-13, -1.1599999999999999E-13, -6.0199999999999945E-13
DataValue, -1.75, 0.1, 4.4000000000000004E-13, -1.642E-13, -6.2999999999999954E-13
DataValue, -1.7, 0.1, 2.2000000000000002E-13, -1.79E-13, 5.1400000000000074E-13
DataValue, -1.6500000000000001, 0.1, -1.1000000000000001E-13, -1.128E-13, -2.1600000000000032E-13
DataValue, -1.6, 0.1, 6.400000000000001E-13, -2.006E-13, -5.6199999999999942E-13
DataValue, -1.55, 0.1, 2.0000000000000003E-14, -1.6899999999999999E-13, 5.4799999999999958E-13
DataValue, -1.5, 0.1, -6.5000000000000006E-13, -1.458E-13, -1.00000000000002E-14
DataValue, -1.45, 0.1, -2.1000000000000001E-13, -1.7E-13, 9.0200000000000121E-13
DataValue, -1.4000000000000001, 0.1, 3.6000000000000003E-13, -5.56E-14, 2.0200000000000033E-13
DataValue, -1.35, 0.1, 1.18E-12, -1.498E-13, -1.0479999999999992E-12
DataValue, -1.3, 0.1, -1.3E-13, -1.604E-13, -3.2599999999999952E-13
DataValue, -1.25, 0.1, 4.2000000000000003E-13, -1.8239999999999999E-13, -7.7999999999999958E-14
DataValue, -1.2, 0.1, -4.6000000000000006E-13, -1.682E-13, 5.2000000000000051E-13
DataValue, -1.1500000000000001, 0.1, -3.8000000000000005E-13, -1.304E-13, -4.3600000000000046E-13
DataValue, -1.1, 0.1, 7E-14, -2.118E-13, -3.6399999999999971E-13
DataValue, -1.05, 0.1, -8.0000000000000013E-14, -1.668E-13, 2.1799999999999973E-13
DataValue, -1, 0.1, -2.6E-13, -1.9E-13, -1.8799999999999986E-13
DataValue, -0.95000000000000007, 0.1, 5E-14, -1.8559999999999999E-13, 6.9999999999999967E-14
DataValue, -0.9, 0.1, 3.9000000000000005E-13, -1.83E-13, 7.9999999999998066E-15
DataValue, -0.85, 0.1, -2.5E-13, -1.848E-13, 2.000000000000017E-14
DataValue, -0.8, 0.1, -5.1E-13, -1.8099999999999999E-13, -1.7399999999999986E-13
DataValue, -0.75, 0.1, 6.8E-13, -2.0219999999999999E-13, 2.5999999999999845E-14
DataValue, -0.70000000000000007, 0.1, -1.2000000000000002E-13, -1.784E-13, 7.8600000000000008E-13
DataValue, -0.65, 0.1, -3.1000000000000004E-13, -1.236E-13, 1.029999999999999E-12
DataValue, -0.6, 0.1, 4.0000000000000006E-14, -7.54E-14, 6.6600000000000019E-13
DataValue, -0.55, 0.1, 2E-13, -5.7E-14, -8.8000000000000009E-13
DataValue, -0.5, 0.1, 9.000000000000001E-13, -1.634E-13, -8.3399999999999958E-13
DataValue, -0.45, 0.1, -2.0000000000000003E-14, -1.404E-13, 2.0380000000000004E-12
DataValue, -0.4, 0.1, -6.0000000000000009E-14, 4.04E-14, 4.906E-12
DataValue, -0.35000000000000003, 0.1, 7.100000000000001E-13, 3.502E-13, 2.070599999999999E-11
DataValue, -0.3, 0.1, -3.3E-13, 2.1109999999999998E-12, 8.3935999999999975E-11
DataValue, -0.25, 0.1, 1.3500000000000001E-12, 8.7438E-12, 3.1593000000000007E-10
DataValue, -0.2, 0.1, -4.0000000000000006E-14, 3.3704E-11, 1.055252E-09
DataValue, -0.15, 0.1, 9.6000000000000015E-13, 1.14269E-10, 2.88036E-09
DataValue, -0.1, 0.1, -3.1000000000000004E-13, 3.2174E-10, 6.0590100000000014E-09
DataValue, -0.05, 0.1, -4.6000000000000006E-13, 7.2017E-10, 9.9436E-09
DataValue, 0, 0.1, -3.4E-13, 1.3161E-09, 1.3368299999999997E-08
DataValue, 0.05, 0.1, 8.9E-13, 2.057E-09, 1.5823999999999997E-08
DataValue, 0.1, 0.1, 2.4000000000000004E-13, 2.8985E-09, 1.7505000000000007E-08
DataValue, 0.15, 0.1, -1.7E-13, 3.8075E-09, 1.8805999999999996E-08
DataValue, 0.2, 0.1, -4.7E-13, 4.7791E-09, 1.9647E-08
DataValue, 0.25, 0.1, 2.7E-13, 5.7722E-09, 2.0167000000000008E-08
DataValue, 0.3, 0.1, 5.9E-13, 6.7958E-09, 2.0673999999999981E-08
DataValue, 0.35000000000000003, 0.1, 1.08E-12, 7.8396E-09, 2.1108999999999994E-08
DataValue, 0.4, 0.1, 1.1000000000000002E-12, 8.9067E-09, 2.1551000000000009E-08
DataValue, 0.45, 0.1, 5.8000000000000005E-13, 9.9947E-09, 2.1893000000000006E-08
DataValue, 0.5, 0.1, 2.4000000000000004E-13, 1.1096E-08, 2.2198999999999983E-08
DataValue, 0.55, 0.1, 5E-14, 1.2214599999999999E-08, 2.240999999999999E-08
DataValue, 0.6, 0.1, 1.6600000000000002E-12, 1.3336999999999999E-08, 2.2742000000000009E-08
DataValue, 0.65, 0.1, 1.09E-12, 1.4488799999999999E-08, 2.3101999999999978E-08
DataValue, 0.70000000000000007, 0.1, 1.22E-12, 1.56472E-08, 2.3579999999999993E-08
DataValue, 0.75, 0.1, 1.31E-12, 1.6846799999999998E-08, 2.392E-08
DataValue, 0.8, 0.1, 1.4E-12, 1.8039199999999998E-08, 2.4048000000000005E-08
DataValue, 0.85, 0.1, 1.37E-12, 1.9251599999999998E-08, 2.4222000000000017E-08
DataValue, 0.9, 0.1, 1.22E-12, 2.04614E-08, 2.4273999999999986E-08
DataValue, 0.95000000000000007, 0.1, 1.3800000000000002E-12, 2.1679E-08, 2.4786000000000008E-08
DataValue, 1, 0.1, 1.1600000000000001E-12, 2.294E-08, 2.5070000000000012E-08
DataValue, 1.05, 0.1, 1.1600000000000001E-12, 2.4186E-08, 2.5319999999999968E-08
